技能别名主键,标准技能名称,技能别名,技能大组,技能子组,技能性质,匹配策略,词典置信度,来源依据,备注,别名标准化键,技能编号,技能展示名称,技能一级类型,技能簇编号,技能簇名称,是否AI核心技能,同名候选技能数,别名映射状态
BM00030,Shell,Bash,数字技术,编程语言,专业技能/工具软件,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,bash,JN0066,Shell（编程语言）,工具软件与技术平台,13.0,云计算、系统运维与DevOps,否,1,唯一映射
BM00029,Shell,Shell,数字技术,编程语言,专业技能/工具软件,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,shell,JN0066,Shell（编程语言）,工具软件与技术平台,13.0,云计算、系统运维与DevOps,否,1,唯一映射
BM00979,Sketch,Sketch,设计传媒内容,界面与交互设计,专业技能/工具软件,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,sketch,JN0330,Sketch（界面与交互设计）,工具软件与技术平台,5.0,视觉设计与数字内容制作,否,1,唯一映射
BM00980,Sketch,Sketch软件,设计传媒内容,界面与交互设计,专业技能/工具软件,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,sketch软件,JN0330,Sketch（界面与交互设计）,工具软件与技术平台,5.0,视觉设计与数字内容制作,否,1,唯一映射
BM01460,SketchUp,SketchUp,机械电子电气制造,工程设计仿真与检测软件,专业技能/工具软件,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,sketchup,JN0427,SketchUp（工程设计仿真与检测软件）,工具软件与技术平台,5.0,视觉设计与数字内容制作,否,1,唯一映射
BM00400,SolidWorks,SolidWorks,机械电子电气制造,机械电子电气制造,专业技能/方法流程,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,solidworks,JN0123,三维计算机辅助设计软件（SolidWorks）,工具软件与技术平台,8.0,机械设计与制造,否,1,唯一映射
BM01469,SolidWorks,Solidwork,机械电子电气制造,工程设计仿真与检测软件,专业技能/工具软件,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,solidwork,JN0123,三维计算机辅助设计软件（SolidWorks）,工具软件与技术平台,8.0,机械设计与制造,否,1,唯一映射
BM00069,Spark,Spark,数字技术,开发框架,专业技能/工具软件,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,spark,JN0149,Spark（开发框架）,工具软件与技术平台,19.0,大数据工程与数据仓库,否,1,唯一映射
BM00042,Spring,Spring,数字技术,开发框架,专业技能/工具软件,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,spring,JN0054,Spring（开发框架）,工具软件与技术平台,3.0,Java后端开发与中间件,否,1,唯一映射
BM00043,Spring,SpringBoot,数字技术,开发框架,专业技能/工具软件,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,springboot,JN0054,Spring（开发框架）,工具软件与技术平台,3.0,Java后端开发与中间件,否,1,唯一映射
BM00981,Spring MVC,SpringMVC,数字技术,开发框架,专业技能/框架,title_or_requirement,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,springmvc,JN0146,Spring MVC（开发框架）,工具软件与技术平台,3.0,Java后端开发与中间件,否,1,唯一映射
BM01324,Sqoop,Sqoop,数字技术,数据库与大数据平台,专业技能/平台与工具,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,sqoop,JN0537,Sqoop（数据库与大数据平台）,工具软件与技术平台,19.0,大数据工程与数据仓库,否,1,唯一映射
BM00207,Stata,Stata,办公软件与通用数字工具,办公软件与通用数字工具,工具软件/方法流程,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,stata,JN0653,Stata（办公软件与通用数字工具）,方法、标准与流程,15.0,人工智能与数据挖掘,否,1,唯一映射
BM01151,Struts,Struts,数字技术,Java开发框架,专业技能/框架,title_or_requirement,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,struts,JN0153,Struts（Java开发框架）,工具软件与技术平台,3.0,Java后端开发与中间件,否,1,唯一映射
BM01152,Struts,Struts2,数字技术,Java开发框架,专业技能/框架,title_or_requirement,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,struts2,JN0153,Struts（Java开发框架）,工具软件与技术平台,3.0,Java后端开发与中间件,否,1,唯一映射
BM00036,Swift,Swift,数字技术,编程语言,专业技能/工具软件,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,swift,JN0435,Swift（编程语言）,工具软件与技术平台,7.0,网络通信与软件开发基础,否,1,唯一映射
BM01311,Sybase,Sybase,数字技术,数据库与大数据平台,专业技能/平台与工具,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,sybase,JN0463,Sybase（数据库与大数据平台）,工具软件与技术平台,3.0,Java后端开发与中间件,否,1,唯一映射
BM01269,TCP协议,TCP,数字技术,网络协议与运维,专业技能/协议与工具,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,tcp,JN0095,TCP协议（网络协议与运维）,工具软件与技术平台,7.0,网络通信与软件开发基础,否,1,唯一映射
BM01270,TCP协议,TCP协议,数字技术,网络协议与运维,专业技能/协议与工具,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,tcp协议,JN0095,TCP协议（网络协议与运维）,工具软件与技术平台,7.0,网络通信与软件开发基础,否,1,唯一映射
BM00603,TMS,TMS,物流采购供应链,物流采购供应链,专业技能/方法流程,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,tms,JN0485,TMS（物流采购供应链）,方法、标准与流程,4.0,供应链与物流管理,否,1,唯一映射
BM00604,TMS,运输系统,物流采购供应链,物流采购供应链,专业技能/方法流程,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,运输系统,JN0485,TMS（物流采购供应链）,方法、标准与流程,4.0,供应链与物流管理,否,1,唯一映射
BM01413,TPM,TPM,机械电子电气制造,工业自动化与制造系统,专业技能/工业技术与系统,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,tpm,JN0344,全面生产维护（TPM）,具体专业技能,6.0,质量管理与持续改进,否,1,唯一映射
BM01414,TPM,全面生产维护,机械电子电气制造,工业自动化与制造系统,专业技能/工业技术与系统,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,全面生产维护,JN0344,全面生产维护（TPM）,具体专业技能,6.0,质量管理与持续改进,否,1,唯一映射
BM00072,TensorFlow,TensorFlow,数字技术,开发框架,专业技能/工具软件,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,tensorflow,JN0285,TensorFlow（开发框架）,工具软件与技术平台,15.0,人工智能与数据挖掘,是,1,唯一映射
BM01315,TiDB,TiDB,数字技术,数据库与大数据平台,专业技能/平台与工具,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,tidb,JN0614,TiDB（数据库与大数据平台）,工具软件与技术平台,19.0,大数据工程与数据仓库,否,1,唯一映射
BM00132,Tomcat,Tomcat,数字技术,运维云与安全,专业技能/工具软件,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,tomcat,JN0096,Tomcat（运维云与安全）,工具软件与技术平台,3.0,Java后端开发与中间件,否,1,唯一映射
BM00023,TypeScript,TS,数字技术,编程语言,专业技能/工具软件,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,ts,JN0334,TypeScript（编程语言）,工具软件与技术平台,10.0,Web前端开发,否,1,唯一映射
BM00022,TypeScript,TypeScript,数字技术,编程语言,专业技能/工具软件,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,typescript,JN0334,TypeScript（编程语言）,工具软件与技术平台,10.0,Web前端开发,否,1,唯一映射
BM01129,UART,UART,数字技术,嵌入式通信接口,专业技能/通信协议,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,uart,JN0336,UART（嵌入式通信接口）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,否,1,唯一映射
BM01131,UART,UART接口,数字技术,嵌入式通信接口,专业技能/通信协议,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,uart接口,JN0336,UART（嵌入式通信接口）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,否,1,唯一映射
BM01130,UART,UART通信,数字技术,嵌入式通信接口,专业技能/通信协议,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,uart通信,JN0336,UART（嵌入式通信接口）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,否,1,唯一映射
BM01271,UDP协议,UDP,数字技术,网络协议与运维,专业技能/协议与工具,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,udp,JN0354,UDP协议（网络协议与运维）,工具软件与技术平台,7.0,网络通信与软件开发基础,否,1,唯一映射
BM01272,UDP协议,UDP协议,数字技术,网络协议与运维,专业技能/协议与工具,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,udp协议,JN0354,UDP协议（网络协议与运维）,工具软件与技术平台,7.0,网络通信与软件开发基础,否,1,唯一映射
BM00404,UG,NX,机械电子电气制造,机械电子电气制造,专业技能/方法流程,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,nx,JN0164,UG（机械电子电气制造）,方法、标准与流程,8.0,机械设计与制造,否,1,唯一映射
BM00403,UG,UG,机械电子电气制造,机械电子电气制造,专业技能/方法流程,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,ug,JN0164,UG（机械电子电气制造）,方法、标准与流程,8.0,机械设计与制造,否,1,唯一映射
